,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
11347, on 08/14/09 20:56 PM (PDT),MargeHD ,2009 Nissan Versa Hatchback FE+ 1.8 SL 4dr Hatchback (1.8L 4cyl CVT),Love this car!," This is a great car. Classified as a sub-compact but feels much bigger. More front seat room than my friend's prius. (I am a big person.) sits high which makes it easy to get in and out of. First tank's mileage=27 mpg in mixed driving, including a Major multi-mile summer beach traffic jam.",4.375
11348, on 08/08/09 21:37 PM (PDT),worldismine ,2009 Nissan Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 4A),y'all come on now, I am at 9000 miles at just 6 months. so you know I am driving this car. I drive 42  miles round trip to work and take trips when I can. I love this car. It is 90 degrees now and I am comfortable with the air. I have only driven it on setting three once or twice. I usually drive with it on the first setting after letting the hot air out. I have moved an office in it so I know it has plenty of space. It is very comfortable for anyone sitting in the back. I drove 211 miles at 85 miles without stopping and got good gas mileage and made really great time. This will get you where you want to go. It might not be the fanciest car out there but for the price. It is hard to beat. Artic Blue my fav!,4.875
11349, on 08/06/09 07:18 AM (PDT),GreenPlanet ,2009 Nissan Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 4A),"Just two Problems, brakes and start Eng"," I bought my 2009 Nissan Versa SL in May 09 to replace 07 Santa Fe truck. I was looking for a more fuel economy car. The car has about 1600 miles now. I notice the the steering wheel pulsates as you brake and come to a complete stop, don't know if there something wrong with the ABS. I also have a problem starting the car with long crank or multiple crank. I have an appointment for this weekend so hopefully they can address these two issues. MGP not as good as advertise or other people are getting here. It could be due to the fuel pressure regulator.",4.125
11350, on 08/05/09 13:03 PM (PDT),sewdiverse ,2009 Nissan Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 4A),Regretting not getting the SL," Have just had the S Hatchback for a week and just filled up yesterday.  250 city miles on initial tank.   Now, I am OCDing about not getting the SL because I am regretting not having the CVT for the many hills on my daily commute.  I drove Hondas for 22 years, lastly a 1995 Odyssey until 180,000 miles.  I guess I miss the heaviness of that van and the fact that it seemed to downshift on hills requiring less braking.  This Versa S if fine except when going down winding hills until I get used to the difference.  Any suggestions?  I am trying to shift into 2nd gear upon descent and that helps decrease the need to brake as much.  Will I get over not having the CVT?  Everyone loves the roominess.",5
11351, on 08/03/09 05:11 AM (PDT),ktong ,2009 Nissan Versa Hatchback 1.8 SL 4dr Hatchback (1.8L 4cyl CVT),Clunker's dream car," Bought this yesterday with my Clunker's trade-in incentive of $4500.  It also carries a manufacturer rebate of $1750 for SL, totaling a saving of $6250! Its' hard to beat that.   In order to maximize my Clunker's incentive, I needed a car that has 28 mpg or better.  It's hard to find one without going hybrids which can easily cost over 20K.  This one fits my bill perfectly.  Actually not all Versa have 28 mpg or better, just the 1.6 engine or the 1.8 engine with CVT.  Unfortunately, with such saving programs in place, the whole dealership was jammed with customers.  I had to buy the car in pretty much MSRP price and with extras loaded.  So far, the car is fun to drive and handles well.",4.75
11352, on 07/19/09 16:54 PM (PDT),Zane ,2009 Nissan Versa Hatchback 1.8 SL 4dr Hatchback (1.8L 4cyl CVT),Would not buy another one," I have had the Versa for about 4 months; I would not buy another one.  This car has been back to the dealer several times to fix small problems.  It has several flaws that are important to me.  One the AC is undersized for Florida, when out in the heat you need to put the air flow to recycle to keep the cabin cool.  Although the noise level when running is the lowest of the other cars I test drove; it is the loudest car I ever be in when you accelerate.   Last but not least.  The drivers side window wiper is about twice the size of the passenger side, and it throws its water on to the passenger side.  Thus in the rain the passenger side is never clear.    ",3
11353, on 06/14/09 08:04 AM (PDT),Joseph Stewart ,2009 Nissan Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 4A),"So far, so good"," My '09 Versa 1.8S HB (6-speed stick) is almost a year old and I am quite happy with it. I've had oil changes and the whole car checked over every 3750 miles per Nissan's advice. MPG isn't what I'd hoped (my former car, a Dodge Neon with a larger engine and an automatic  got 30 mpg), I am getting mid-twenties in town and low thirties on the highway. Which isn't bad anyway, right? I put new custom rims on (black), other than that the car is stock. I am waiting on a part from Nissan to fix the plastic shroud around the battery which inexplicably tore loose somehow. I have had no mechanical issues such as some of those reported here. Once the tach hits 3000 rpm watch out, the car takes off!",4.5
11354, on 06/05/09 16:43 PM (PDT),JOEL ,2009 Nissan Versa Hatchback 1.8 SL 4dr Hatchback (1.8L 4cyl CVT),Good so far," 1500 miles to be exact, just arrived from vegas for a break-in trip for my versa SL HB, I'm enjoying the ride. No problems so far... Lovin' my ride!!!",4.5
11355, on 06/04/09 16:30 PM (PDT),john ,2009 Nissan Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 6M),versa hatchback 1.8 manual," Have 4000 miles on barebones, manual locks, windows, 6 speed  hatchback.  AC is strong enough for Florida summer.  Quick enough for highway merging.  Comfortable seating, front and rear.  Very good visibility, this and crash rating were seller for me.   Paid 13500 out the door including tags and taxes . Also included dealer installed cruise control.  Only negative is that 1st gear is sometimes hard to find.Have driven sticks for last 20+ years and have never had this problem before. Wife feels gearing is too short between gears as well.  OVERALL happy with purchase but would have liked ABS. bundling would increase price by $2000.  ",5
11356, on 05/30/09 16:30 PM (PDT),TahoeGTIMan ,2009 Nissan Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 4A),Nice Car," I purchase this car new in Oct of '08 as a '09 model. A week after I bought the car, the car started to have a long crank. There were times that it would not start on the first try. I took it to the dealer and they replaced the 'Fuel Pressure Regulator'. Now the car has 22500 miles. I do drive far for work. So far everything has been alright. I am averaging 31MPG on this car. It starting to have the 'long crank problem' again for the third time. I will be taking my car in for the third time for the same issue. This is getting annoying. Good car but i would not buy another Versa. ",4.375
11357, on 05/15/09 11:06 AM (PDT),Lisa ,2009 Nissan Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 6M),I love my versa," I just love my versa.  What a fun car to drive.  Averaging 26mpg - less than advertised 40mpg - but still am satisfied.  Very comfortable, even on long trips.  Ample room in the trunk area - and I'm always loading it up with Costco bulk purchases!  Two repair problems so far and I'm still under 2000 miles.  Driver door lock would not unlock manually, and I needed a new fuel pump after experiencing difficulty starting the vehicle.  I've read on a number of forums that this is a problem for many, however Nissan has not issued a recall, just a service bulletin.  Despite this, I just love the car and would recommend it to anyone. ",4.625
11358, on 05/06/09 06:27 AM (PDT),Kathryn ,2009 Nissan Versa Hatchback 1.8 SL 4dr Hatchback (1.8L 4cyl CVT),Plagued With Problems," I bought my 2009 Nissan Versa SL about 6 months ago.  About a month after purchase, the AC starting making loud rattling noises.  Brought it to the dealership to be fixed with no success.  Had to argue with the dealer just to get them to even look at the car again, and 2 months later and after 2 more drop-offs that problem appears to be solved by replacing the entire AC system.  A few weeks after this incident, the car starts having trouble turning over.  The dealer replaces the Fuel Pump Regulator, which solves the problem for about 6 weeks.  Today, the car is back in the shop with the same issue again. Already considering getting rid of it, despite the loss I would take.  NOT RECOMMENDED.",2.625
11359, on 04/29/09 16:42 PM (PDT),anna ,2009 Nissan Versa Hatchback 1.8 SL 4dr Hatchback (1.8L 4cyl CVT),After 2000 miles," I bought my SL hatch 2 months ago (see ""New Versa Yesterday"") and so far I have no cause for complaint! It averages 32-33mpg mostly highway driving. Definitely spring for the SL if you can.",5
11360, on 04/10/09 17:47 PM (PDT),berkeleygal ,2009 Nissan Versa Hatchback 1.8 SL 4dr Hatchback (1.8L 4cyl CVT),I love my versa! makes me happy! ," I test drove the honda fit and the scion xd, and I chose the versa mainly because of the roomy interior and the price. Definitely worth the upgrade to the SL, the S and base versions don't have as nice interior (armrest,upholstery, ipod). This car is perfect for my commute and it's fun to zip around the city in. It's comfortable to drive and isn't goofy looking like the scion or the fit. It gets good gas mileage, handles well, and drives fine on the freeway and in the city. I've read reviews where they say it's a snooze to drive, but I disagree. It's got the ipod jack and cruise control, and it feels like you are in a much larger car. My family and friends can all ride comfortably in it! ",4.875
11361, on 03/19/09 16:10 PM (PDT),Computergeek ,2009 Nissan Versa Hatchback 1.8 SL 4dr Hatchback (1.8L 4cyl CVT),Awesome Car," What is there not to say. I love this Car. It feels like a large car, but with a sub-compact price. I got mine loaded minus the sport package. I am 6'0"" tall and have plenty of room. It keeps up well on the interstate. Car is small, but safe. ",5
11362, on 03/01/09 16:56 PM (PST),anna ,2009 Nissan Versa Hatchback 1.8 SL 4dr Hatchback (1.8L 4cyl CVT),New Versa Yesterday," I bought my Versa yesterday, so cannot speak on its reliability and build yet. I drove both the S and SL versa hatch. The S was a smooth, quiet ride with lots of room, power and comfort. No trouble getting up hills and good acceleration. The SL improved with the CVT and extra options, but the S would have done the job fine. ",4.75
11363, on 02/25/09 18:50 PM (PST),Heather Dankovich ,2009 Nissan Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 4A),Basic," I've had this car for about six months and I'm already tired of it. I previously owned an 06 Hyundai Sonata that I adored until I totaled it.  The Versa gets great gas mileage, and I trust the Nissan name.  However, it has depreciated $6000 already! I expected a small, foreign-made car to retain its value today but I was sadly mistaken! I have cruise control and ABS options.  I'm mostly disappointed at the high price I'll be paying off for several years for a tiny, basic car.  It is absolutely frightening to drive this car in the snow/ice or even high-wind (I was actually blown off the road once).  There is poor get-up (when compared to my Sonata) and poor storage up front (lacks a console).",4.25
11364, on 02/16/09 17:50 PM (PST),Scott ,2009 Nissan Versa Hatchback 1.8 SL 4dr Hatchback (1.8L 4cyl CVT),Smiles from Everyone," My wife loves the fact that when she drives around in her Versa, everyone looks at her and smiles. It's not a common car around here, but she picked it out because she thought it was the cutest. Inside it feels like a larger car. We got a sunroof (the only car in its class that had one as an option) and like the way it handles. CVT is smooth with lots of power and pep! With only 500 miles on the engine, got 32 MPG on highway, 27 MPG on Vermont back roads.",5
11365, on 02/14/09 19:14 PM (PST),pantherhawk27263 ,2009 Nissan Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 6M),I love my Versa,"   I bought my Versa at the end of September, 2008. I love everything about it. I've had only one problem (a faulty gas cap causing the check engine light to come on) and I have only two things I could complain about. 1) I would like a lock that can be opened with the key on the hatch door, and 2) the heater/defroster seems to take longer to warm up than any other car I've owned. Item 1 could probably be solved by having power locks, but I didn't want them so I have to unlock the driver's door to unlock the hatch. I also disagree with reviews complaining of a lack of performance. I can't keep this car at the speed limit! I have a manual transmission, so that may the difference. Buy one these!",5
11366, on 02/12/09 02:28 AM (PST),ES ,2009 Nissan Versa Hatchback 1.8 SL 4dr Hatchback (1.8L 4cyl CVT),This car is GREAT!," The 2009 Nissan 1.8 SL Hatchback was not even in my radar when I started doing my research for a new car. 48 hours after test driving one, though, I ordered it with all the available packages.  This car is very fun to drive and has enough zip to not disappoint. CVT makes the ride so much smoother and quieter than the 2009 Honda Fit (I test drove both cars back to back on the same day).  Edmunds.com may think it's a plain car, but I love it. Nothing complicated; just sound Nissan engineering.",5
11367, on 01/31/09 00:01 AM (PST),ted ,2009 Nissan Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 4A),What the others are missing!," The Versa is a Renault design. Going all the way back to the Renault Dauphine, they are the only small cars I have ever seen with no front wheel well incursion into the passenger cabin. Not only can a tall driver stretch out, you also have lots of leg room side to side. It feels as comfortable and spacious as a Cadillac, to me. As I often rent cars to tour Europe, I am accustomed to the style and it is not goofy, to me. It is actually something distinctive. As the French invented front drive and have been making quality small cars for 50 years, I was ready for some Franco style and design in a Nissan package!",4.75
11368, on 01/22/09 19:09 PM (PST),Disappointed ,2009 Nissan Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 6M),Nissan Should Be Ashamed," This is my first new car, it has been driven for a year and I am considering trading it in. For a buyer that was supposedly making an upgrade from a 295,000 mile 1991 Toyota Previa I am truly disappointed. The car has been in the shop for major repairs like a malfunctioning A/C  condenser, and braking problems. I never had such problems with my Previa. The engine knocks pretty loud in the mornings too. Needless to say, this was one of the worst cars I've bought, and I cant get rid of it because the resale value on the Nissan Versa and Nissan Sentra drop like a stone once you drive them off the lot",1.625
11369, on 01/18/09 08:08 AM (PST),scribdraw ,2009 Nissan Versa Hatchback 1.8 SL 4dr Hatchback (1.8L 4cyl CVT),Best sub-compact," The Versa is by far the best sub-compact on the road.  Seats are thick and supportive and handling is great.  Back seats don't lay as flat as the fit, but are much more comfortable and tons more leg room/head room. Cool features like bluetooth and I-key. Good price.",4.75
11370, on 12/27/08 23:31 PM (PST),nissan versa 09 ,2009 Nissan Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 6M),Nissan Versa Dream Car, I got a Nissan Versa 09 in Aug 08. I love my car. I have purchased 4 cars in the past 10 years and was looking for that perfect fit.,5
11371, on 11/20/08 07:11 AM (PST),Monica ,2009 Nissan Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 4A),Nissan - get with the times!," This is a cute car but I do not understand why Nissan does not make the aux port on the radio (for mp3 players) standard on all vehicles, especially the Versa which is priced for the younger crowd.  The standard radio has a six CD changer, but who listens to CDs anymore? Seriously. Also, there is no armrest in the center for the right arm, which is mildly annoying, and there are no map lights which is pretty dumb.  I'm not looking for luxury, but it would be nice if Nissan would be ahead of the curve on the cultural zeitgeist.  Other vehicles in this category come with the aux port standard.  When I asked how to upgrade the radio they said I couldn't do it.",4.75
11372, on 11/19/08 13:05 PM (PST),Bombero ,2009 Nissan Versa Hatchback 1.8 SL 4dr Hatchback (1.8L 4cyl CVT),Breaking in our 2009 Versa SL CVT, Got best gas miles on a trip to casino. Oct 30 2008  188 divided by 8.3 = 22.6   @259.9 per gallon  00188 Nov 11 2008   133 divided by 5.7=  23.3   @ 2.35 per gallon   00322    After trip to casino using cruise control first time above 45 mph Nov 11 2008   133.4 divided 3.2 = 41.6 Wow... no hills... 00456 Still driving easy for the first 1000 miles. ,4.75
11373, on 11/17/08 06:35 AM (PST),ksmith45 ,2009 Nissan Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 4A),An Excellent Car for the Price," For its price, this car is undeniably a great deal. The hatchback is sporty in appearance, the interior is incredibly spacious for its overall size and the interior is very well designed. While the car is considered a compact by class, it doesn't feel so while driving as its 1.8 L engine has plenty of power for the car, and the transmission has almost seamless smooth transitions. Overall, this car is perfect for people who want a sporty commute to work and great fuel efficiency.",5
11374, on 11/12/08 06:24 AM (PST),Rob ,2009 Nissan Versa Hatchback 1.8 SL 4dr Hatchback (1.8L 4cyl CVT),Improve the CVT," We loved the car at first. Have had numerous mechanical issues, sluggish cvt  (still a problem, dealer indicated that we should change our 35 years of driving approach) hard starting, rpm to low at 40 mpg, all 4 tires were defective and needed to be replaced. Service to fix was slow at best. Very disappointing. No follow up from Nissan after purchase, regarding purchase experience and performance of the Versa. ",3.875
11375, on 11/08/08 12:32 PM (PST),Eric ,2009 Nissan Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 6M),Nice car," The car is comfortable, peppy, and quiet.  Fun to drive.  Very easy to clutch and shift.  The back seat is very roomy, more than you would expect. The pros rate it as just a blah, so-so car.  But they always compare it to another one that is 2-4 thousand more.  It seems they do not have to listen to their bank account telling them a little compromise is OK.  About the only thing you have to get used to is that on the highway, doing 65-70 mph, even in 6th gear, the engine RPM are about 3K, so you always think you still have to upshift.  ",4.375
11376, on 08/23/18 07:30 AM (PDT),Jody gale ,2012 Nissan Versa Sedan 1.6 SV 4dr Sedan (1.6L 4cyl CVT),Don’t buy, I have owned this car for almost 2 years now and I have a a few complaints about it. One of the most annoying things about this car is that my tail light goes out all the time I have replaced the bulb 2 in about 4 months and I have to replace it again today another thing is that since the tires are so small on the car the get torn up easier so u have to be careful I have had to replace 8 tires so far. It’s radiator went out a few months ago and that was really expensive to fix. But there are some good things about this car. Like there is a good amount of room is my car. It also has amazing turn radius and it gets great gas mileage. Also getting the headlights out of the car to change is a pain in the ass. I can’t say the safety on the car is good or bad cause I haven’t been in a wreck. I wouldn’t not recommend on buying this car for your kids first car. Just because something is cheap and looks good doesn’t mean that it is.,2
11377, on 08/06/18 13:42 PM (PDT),Gerry ,2012 Nissan Versa Sedan 1.6 S 4dr Sedan (1.6L 4cyl 5M),A basic auto," Great car with 5 speed manual transmission, and roll up windows, great mileage. A very nondescript car with plenty of trunk space. Easy to park. Great CD player and AC/Heat",5
11378, on 05/22/18 20:50 PM (PDT),Jeff Jones ,2012 Nissan Versa Sedan 1.6 SV 4dr Sedan (1.6L 4cyl CVT),Stay away from this car!," The CVT went out with only 66,000 miles. We had every scheduled maintenance on it. Save your self the trouble avoid buy a Nissan versa.",1
11379, on 03/02/18 10:10 AM (PST),Ken ,2012 Nissan Versa Sedan 1.6 SV 4dr Sedan (1.6L 4cyl CVT),Just Say No to the 2012 Nissan Versa SV," This car has terrible problems with its CVT.  Average failure is at 69,000 miles, just beyond warranty for those who care.  The CVT can't actually be fixed by a transmission shop and must be replaced with either a re-manufactured unit or a used unit.   Every transmission shop I visited said the same thing, the CVT will absolutely fail no matter what between 120 and 160 thousand miles, if not sooner.  Mine failed at 93,583.  Costs run between 3,000 to 4,500 to replace with a re-manufactured unit.  Unless you can get a 3 yr warranty with a used unit I wouldn't touch it.",1
11380, on 08/11/17 15:43 PM (PDT),Brian ,2012 Nissan Versa Sedan 1.6 SV 4dr Sedan (1.6L 4cyl CVT),Six-year Versa owner," I purchased this vehicle new in October 2011 as the re-designed 2012 Versa SV sedan. I've only ever driven small, economy cars, so I wasn't expecting luxury.  I buy based upon low cost of ownership.  After almost 6 years, the car has almost 190,000 miles on it.  I maintained the car regularly at Nissan through the warranty period, then myself or an independent mechanic thereafter.  Overall, you will get what you pay for.  My CVT transmission went out at 65K (first time owning an automatic let alone a CVT, so fortunately I purchased the extended warranty-covered--$3500 without the warranty).   Other than the transmission issue, I've only done oil changes, one battery replacement, tire replacements, brake pad/shoe replacements.  The bluetooth software is not upgrade-able with the new phones, so that feature ended when I upgraded my phone.  Also, the CD player stopped working at 180,000 miles.  Other than that, reliability has been satisfactory overall.  This is a good car for highway commuters who only want point A-to-B.  If you are wanting something fun to drive, or in areas where you need good acceleration, this is not the vehicle for you.  Also, it's light and the wind will take it easily while driving.  If you are a parent shopping for teens or less-experienced drivers, consider buying a used car with more substance/mass.  I'm 6'1, 220#'s, have driven for nearly 30 years, and never felt safe in this car.",3
11381, on 03/26/17 18:54 PM (PDT),kay ,2012 Nissan Versa Sedan 1.6 SV 4dr Sedan (1.6L 4cyl CVT),DO NOT PURCHASE VERSA!!!!!!!!!!!!!!!!!," I went to trade in my 2001 Ford Explorer for a more fuel efficient vehicle. The dealership showed me was the 2012 Nissan Versa SV Sedan with the CVT transmission. I loved the look of the car, the price was alright, mileage was great, and as I test drove it around the block it seemed to drive wonderfully. The day after I purchased the Versa, I noticed when driving it was acting funny. As I was accelerating, it acted like it didn't want to go. It lagged terribly and made this odd noise under the hood. I immediately took it to the dealership and asked them to please drive it because it seemed something was wrong. They told me that it was because I was not custom to driving with a CVT transmisson and sent me on. The same thing continued and I kept telling myself I needed to just get used to driving it. A couple months go by and I begin to notice when I am parked or sitting at a light, the entire car will vibrate all over along with this rattle noise. I took it to the dealership and told them about the issues during my service appointment and they gave me the same run around. So I let it go to see if maybe I was still freaking out for no reason. A few more months go by and the acceleration was getting worse and worse. It got to where it took about 3 to 5 seconds for the car to accelerate from a stop, the vibration when idle became worse and louder, and a loud hum noise began to come from the car. I had my service due in a few weeks so I was going to mention it all again then but my visits became early. As I was accelerating from a two-way stop (I was at the stop sign). I saw to my right that nothing was coming and to my left, there was an 18 wheeler coming. I had more than enough time to go on and go. As I did, my car stalled as usual and shut off completely in the middle of the intersection causing the 18 wheeler to drive into the ditch!!! No one was hurt thankfully but it was dangerous! I immediately the nex day went straight to the dealership and told them something had t be done! I wanted a trade in and they wouldn't do this. They suggested fixing the transmission (finally). I was given a rental car for the three weeks it took them to replace my transmission with a new one (@ 74,000 miles). This past Thursday afternoon (3/23/17) I was told my car was ready to be picked up. I went up there to pick it up and immediately as I drive out of the dealership, I notice that the vibration is still there, the humming noise, the brakes acted like they didn't want to work (jerking motion), and the acceleration is better but not perfect. I called my mother and told her that the car is still doing the same things and that I am going back up there tomorrow (Friday... 3/24/17). My mother and I went up there the next morning very angry and upset telling them the same things were still happening and everyone seemed to be getting pissed with us. We were told that the transmission had been fixed and nothing is wrong with my car. I was told that it was in my head and I was worrying for no reason. I overheard a salesman say that we were just looking to trade because I wanted a new car. I had a technician drive the car with me because they suggested him to do so. However, no one would listen to me and drive the car longer than 2 mins around the block. You had to drive it about ten minutes to start to hear the humming sound and feel the vibrations. I became very upset and left because we were just getting the run around AGAIN! Well, as I am driving the rest of the day, the hum noise becomes worse and worse! At about 11:30 pm that Friday night, I am driving home from clinicals and not even a mile from my house, I begin to hear an awful clanking noise coming from under the car and I could feel it in the floorboard. I thought it would be okay til I get home because I was so close. I had one stop sign to stop at before getting to my house. As I accelerate from the stop sign, the hum and clank noise become louder and louder and I notice my car is veering the right. No matter how much I turn my steering wheel to the left, it will not go to the left. I immediately try to brake and the car acts like it does not want to brake. It jerks and is still going to the right. I get down to about 20 miles per hour and I am going off onto the side of the road and finally, I stop by hitting a speed limit sign! I called my mother freaking out asking her to come down the road. We called the sheriff department and wrecker service to come out there. I didn't turn the car off when I got out just because I didn't think about it. As my mother and I are standing out there waiting for them to arrive, we start to hear this loud fan type noise coming from under the hood and see a slight glimpse of smoke. We immediately turned the car off! Now, my car is at the body shop and we are going to the dealership first thing when they open on Monday! PLEASE DO NOT BUY A VERSA!!!!!! I am not the only person I know who has had this type of issue go on with their Versa.",1
11382, on 03/01/17 06:42 AM (PST),D Roughton ,2012 Nissan Versa Sedan 1.6 S 4dr Sedan (1.6L 4cyl CVT),Versa:  Car with Toy Transmission, CRT guaranteed to fail just beyond warranty period.,2
11383, on 10/09/16 20:26 PM (PDT),Bryan ,2012 Nissan Versa Sedan 1.6 SV 4dr Sedan (1.6L 4cyl CVT),"Bad CVT at 72,000 miles"," Bought this car in October of 2013. The car had 8,500 miles on it, it was a loaner vehicle that the dealership used so I knew it was in great shape. Purchased the car, and at 30,000 miles the heat shield started coming apart. The cost to replace that was 500 dollars. At 40,000 miles new brakes were needed which is normal, but little to my knowledge the rear brakes were drum brakes, fast forward to 50,000 miles the serpentine belt snapped, the cost to replace that? 650.00 dollars. Finally at 72,000 miles my transmission started going bad, at first it started with a whining at low RPMs, then it had a hard time going into reverse and on multiple occasion would disengage from drive and the car had to be turned off and started again. Finally, when I was on the freeway, the car completely lost all power and stalled (thank goodness I got over to the shoulder). I had the car towed to Nissan, were it was determined that the transmission had failed but they couldn't figure out why because the transmission oil was good and it was at normal levels. I was quoted 4,000 dollars to replace the transmission, I almost called the auto-loan company and told them to take there car back. My uncle works for Nissan, and had me make a call to Nissan USA. After explaining my frustration with a bad transmission on a four year old car, I would never buy another Nissan product or recommend Nissan to any friend or family member. The service request was sent to a supervisor, about a week later Nissan called back and covered 3,600 dollars of the expenses. It took about 3 weeks to get the car back, as there was only one tech in the entire shop who knew had to drop a CVT and put in a new one. I've had the car back and it has about 77,000 miles on it now. Guess what? The whining came back and the car is having a hard time going into reverse. I am trading this thing in as soon as I can get the negative equity paid off on it. The car goes back into the shop Tuesday, the transmission has a year warranty on it.",2
11384, on 10/07/16 18:33 PM (PDT),Renee B ,2012 Nissan Versa Sedan 1.6 SL 4dr Sedan (1.6L 4cyl CVT),Buyer Beware," I have had nothing but trouble with this car. I took it to the dealership 3 months after purchasing it because there was a squealing noise when it was shifting through the gears. I drove it with the mechanic and he didn't hear anything when I pointed the noise out. They checked it out and told me there was nothing wrong. They also said that I shouldn't worry because Nissan warranties this particular transmission up to 100,000 miles. 6 months later I brought it back in because it was jerking other road, would not accelerate and my check engine light came on. I had just made it to 68,000 miles at this point and figured it would not be a problem. They informed me that the warranty had actually expired at 60,000 miles and any repairs would be at my expense. They couldn't recreate the problem so they reprogramed it thinking the check engine light was a computer glitch. 3 months later the transmission has completely failed on the car. The total cost for the transmission is $3,000 without labor. If you have this car and it is in working condition, please sell it asap.",1
11385, on 09/24/16 15:12 PM (PDT),Jess B ,2012 Nissan Versa Sedan 1.6 SV 4dr Sedan (1.6L 4cyl CVT),BEWARE OF THE 2012 NISSAN VERSA CVT !!!," I have never made an automobile review before but I am so disappointed with this car that I encourage anyone who experienced this to file a class action lawsuit against Nissan. At 64,000 miles the CVT transmission failed. You will be driving on a freeway and the tachometer will start getting wacky. The rpm will jump from 1,000 to 3000 rpm and back. After sometime your transmission will seem to disengage and your rpm will drop to below 1,000 rpm. At that time you are dead! The car will slow down to a halt and even if you press your gas pedal, the engine will not increase rpm. It seems like the cvt transmission is telling the computer to prevent the car from running. I brought this to the dealer and they said they have several problems with Nissan cvt transmission and encouraged us to file our complaints to the Consumer Protection Bureau. I called Nissan and they passed me from one person to another and told me they can't help. They have no solution to the problem other than replace the CVT transmission for $3,000. I told them I never had any car before where I have to replace a transmission at 64,000 miles, 4,000 miles after their warranty expired. It is totally unfair. I reported this to the National Highway Traffic Safety Agency (NHTSA). If our government consumer protection agencies are doing half of their job, no one especially a big manufacturing company should be allowed to get away with this.[non-permissible content removed]",1
11386, on 07/27/16 21:48 PM (PDT),Ashley E. ,2012 Nissan Versa Sedan 1.6 SV 4dr Sedan (1.6L 4cyl CVT),Not Reliable," My 2012 Nissan Versa Sedan has 101k miles and the transmission is bad. I have researched and have seen where older Versa models were covered under an extended CVT warranty due to premature transmission failure. Why is this not the case for the 2012? It is completely unacceptable that a 5 year old car bought brand new, maintenanced regularly has a bad transmission. It made me stall and have no power or ability to accelerate in the middle of a busy intersection! It has done this 3 times! My children were in the car! Completely unacceptable. This is dangerous. The CVT is very poorly designed and very unreliable, not to mention dangerous.  The Versa has been one problem after another. We had to replace the fuel pump at 60k mileage! That is absolutely ridiculous! This car is extremely poor designed and Nissan is no help, and does not back up its cars. Nissan is not reliable as they were once were in regards to quality and reliability. Extremely disappointed.",2
11387, on 07/11/16 19:43 PM (PDT),Andrew ,2012 Nissan Versa Sedan 1.6 S 4dr Sedan (1.6L 4cyl 5M),serves its purpose," Bought the car new in sept 2012.  drive it about 12k miles a year as i bought this as a second vehicle for daily driving because my other vehicle is a suburban.  What sold me was the extremely low price tag.  I hate how a lot of car companies these days force you to buy things you dont need like back up cameras, etc.  If i want to know whats behind me ill just turn around thanks.  It has great interior space, a big trunk, gets great gas mileage, has a radio with aux plug in for my phone, has a/c, heat, and nissan reliability.  What else do you really need?",5
